chapter,entry,english_meaning,Kalamang,data_2,data_3,data_4,data_5,data_6,comment,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
18,120,sing,nanggan,,,,,,,,,,,,,,,,,,
18,120,sing,menyanyi,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,130,"shout, cry out",narabir,,,,,,,,,,,,,,,,,,
18,130,"shout, cry out",arekmang,,,,,,,,,,,,,,,,,,
18,130,"shout, cry out",genggueng,,,,,,,,,,,,,,,,,,
18,150,whisper,noknok,,,,,,,,,,,,,,,,,,
18,160,mumble,,,,,,,,,,,,,,,,,,,
18,170,whistle,wuong,,,,,,,,,,,,,,,,,,
18,180,"shriek, screech",,,,,,,,,,,,,,,,,,,
18,190,howl,ewa,,,,,,,,,,,,,,,,,,
18,210,"speak, talk",garunggarung,,,,,,,,,,,,,,,,,,
18,211,"stutter, stammer",,,,,,,,,,,,,,,,,,,
18,220,say,toni,,,,,,,,,,,,,,,,,,
18,220,say,taruo,,,,,,,,,,,,,,,,,,
18,221,tell story,rer,,,,,,,,,,,,,,,,,,
18,222,speech (make a),,,,,,,,,,,,,,,,,,,
18,230,silent (be),nokidak,,,,,,,,,,,,,,,,,,
18,240,language,mang,,,,,,,,,,,,,,,,,,
18,260,word,,,,,,,,,,,,,,,,,,,
18,280,name,in,,,,,,,,,,,,,,,,,,
18,310,"ask (question, inquire)",gerket,,,,,,,,,,,,,,,,,,
18,320,answer,jawab,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,330,"admit, confess",,,,,,,,,,,,,,,,,,,
18,340,deny,,,,,,,,,,,,,,,,,,,
18,350,"ask, request",gerket,,,,,,,,,,,,,,,,,,
18,350,"ask, request",paning,,,,,,,,,,,,,,,,,,
18,360,promise,janji,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,360,promise,panok,,,,,,,,,,,,,,,,,,
18,370,refuse,sukaun ge,,,,,,,,,,,,,,,,,,
18,380,forbid,,,,,,,,,,,,,,,,,,,
18,390,"rebuke, scold",,,,,,,,,,,,,,,,,,,
18,410,call (=summon),gonggung,,,,,,,,,,,,,,,,,,
18,410,call (=summon),paning,,,,,,,,,,,,,,,,,,
18,420,call (=name),wolnelebor,,,,,,in a ritual sense,,,,,,,,,,,,
18,430,announce,,,,,,,,,,,,,,,,,,,
18,440,threaten,,,,,,,,,,,,,,,,,,,
18,450,boast,,,,,,,,,,,,,,,,,,,
18,510,write,natulis,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,520,read,nabaca,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,560,paper,kortas,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,570,pen,,,,,,,,,,,,,,,,,,,
18,610,book,buk,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
18,670,poet,,,,,,,,,,,,,,,,,,,
18,710,flute,wangguwanggus,,,,,,,,,,,,,,,,,,
18,720,drum,tiri,,,,,,,,,,,,,,,,,,
18,730,"horn, trumpet",,,,,,,,,,,,,,,,,,,
18,740,rattle,,,,,,,,,,,,,,,,,,,
19,110,country,,,,,,,,,,,,,,,,,,,
19,120,one's native country,,,,,,,,,,,,,,,,,,,
19,150,"city, town",,,,,,,,,,,,,,,,,,,
19,160,village,leng,,,,,,,,,,,,,,,,,,
19,170,boundary,kerap,,,,,,,,,,,,,,,,,,
19,170,boundary,tamun,,,,,,,,,,,,,,,,,,
19,210,people (populace),umat,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
19,230,"tribe, clan",teit-,,,,,,,,,,,,,,,,,,
19,240,"chief, chieftain",,,,,,,,,,,,,,,,,,,
19,250,"staff, walking stick",,,,,,,,,,,,,,,,,,,
19,310,"rule, govern",,,,,,,,,,,,,,,,,,,
19,320,"king, ruler",leit,,,,,,,,,,,,,,,,,,
19,330,queen,leit pas,,,,,,,,,,,,,,,,,,
19,360,"noble, nobleman",,,,,,,,,,,,,,,,,,,
19,370,"citizen, subject",,,,,,,,,,,,,,,,,,,
19,410,master,,,,,,,,,,,,,,,,,,,
19,420,slave,ke,,,,,,,,,,,,,,,,,,
19,430,servant,,,,,,,,,,,,,,,,,,,
19,440,freeman,,,,,,,,,,,,,,,,,,,
19,450,"command, order",sirie,,,,,,,,,,,,,,,,,,
19,450,"command, order",panok,,,,,,,,,,,,,,,,,,
19,450,"command, order",okmang,,,,,,,,,,,,,,,,,,
19,460,obey,,,,,,,,,,,,,,,,,,,
19,470,"let, permit",,,,,,,,,,,,,,,,,,,
19,510,"friend, companion",lidan,,,,,,,,,,,,,,,,,,
19,510,"friend, companion",sobat,,,,,,,,,,,,,,,,,,
19,510,"friend, companion",taman,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
19,520,enemy,,,,,,,,,,,,,,,,,,,
19,540,neighbor,teit-,,,,,,,,,,,,,,,,,,
19,550,stranger,somkabas,,,,,,,,,,,,,,,,,,
19,550,stranger,sontumkabas,,,,,,,,,,,,,,,,,,
19,560,guest,tamu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
19,570,host,,,,,,,,,,,,,,,,,,,
19,580,"help, aid",rup,,,,,,,,,,,,,,,,,,
19,590,"hinder, prevent",namot,,,,,,,,,,,,,,,,,,
19,610,custom,kalour,,,,,,,,,,,,,,,,,,
19,620,"strife, quarrel",malawan,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
19,620,"strife, quarrel",baku malawan,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
19,630,"conspiracy, plot",,,,,,,,,,,,,,,,,,,
19,650,meet,koluk,,,,,,,,,,,,,,,,,,
19,650,meet,nauleluk,,,,,,,,,,,,,,,,,,
19,720,prostitute,,,,,,,,,,,,,,,,,,,
20,110,fight (vb),nausair,,,,,,,,,,,,,,,,,,
20,110,fight (vb),naras,,,,,,,,,,,,,,,,,,
20,130,"war, battle",,,,,,,,,,,,,,,,,,,
20,140,peace,,,,,,,,,,,,,,,,,,,
20,150,army,,,,,,,,,,,,,,,,,,,
20,170,soldier,,,,,,,,,,,,,,,,,,,
20,210,"weapons, arms",,,,,,,,,,,,,,,,,,,
20,220,club,pabiep,,,,,,,,,,,,,,,,,,
20,222,battle-ax,,,,,,,,,,,,,,,,,,,
20,230,sling,,,,,,,,,,,,,,,,,,,
20,240,bow,pusir,,,,,,,,,,,,,,,,,,
20,250,arrow,karop,,,,,,,,,,,,,,,,,,
20,260,spear,gala,,,,,,,,,,,,,,,,,,
20,260,spear,posiwosi,,,,,,,,,,,,,,,,,,
20,270,sword,,,,,,,,,,,,,,,,,,,
20,280,"gun, cannon",,,,,,,,,,,,,,,,,,,
20,310,armor (defensive),,,,,,,,,,,,,,,,,,,
20,330,helmet,,,,,,,,,,,,,,,,,,,
20,340,shield,,,,,,,,,,,,,,,,,,,
20,350,fortress,,,,,,,,,,,,,,,,,,,
20,360,tower,,,,,,,,,,,,,,,,,,,
20,410,victory,,,,,,,,,,,,,,,,,,,
20,420,defeat,,,,,,,,,,,,,,,,,,,
20,430,attack,,,,,,,,,,,,,,,,,,,
20,440,defend,,,,,,,,,,,,,,,,,,,
20,450,retreat,,,,,,,,,,,,,,,,,,,
20,460,surrender,,,,,,,,,,,,,,,,,,,
20,470,"captive, prisoner",,,,,,,,,,,,,,,,,,,
20,471,"guard, sentinel",,,,,,,,,,,,,,,,,,,
20,480,"booty, spoils",,,,,,,,,,,,,,,,,,,
20,490,ambush,,,,,,,,,,,,,,,,,,,
20,510,fisherman,,,,,,,,,,,,,,,,,,,
20,520,fishhook,kaling,,,,,,,,,,,,,,,,,,
20,530,fishing line,nika,,,,,,,,,,,,,,,,,,
20,530,fishing line,wien,,,,,,,,,,,,,,,,,,
20,540,fishnet,hukat,,,,,,,,,,,,,,,,,,
20,540,fishnet,suelet,,,,,,,,,,,,,,,,,,
20,550,fish trap,fer,,,,,,,,,,,,,,,,,,
20,550,fish trap,gawar,,,,,,,,,,,,,,,,,,
20,560,bait,set,,,,,,,,,,,,,,,,,,
20,610,hunt,sarie,,,,,,,,,,,,,,,,,,
20,620,shoot,saroum,,,,,,,,,,,,,,,,,,
20,620,shoot,sair,,,,,,,,,,,,,,,,,,
20,620,shoot,karop,,,,,,,,,,,,,,,,,,
20,630,miss (target),kotipol,,,,,,,,,,,,,,,,,,
20,640,trap (noun),,,,,,,,,,,,,,,,,,,
20,650,trap (vb),,,,,,,,,,,,,,,,,,,
21,110,law,,,,,,,,,,,,,,,,,,,
21,150,court,,,,,,,,,,,,,,,,,,,
21,160,judge (vb),,,,,,,,,,,,,,,,,,,
21,170,judgment,,,,,,,,,,,,,,,,,,,
21,180,judge (noun),,,,,,,,,,,,,,,,,,,
21,210,plaintiff,,,,,,,,,,,,,,,,,,,
21,220,defendant,,,,,,,,,,,,,,,,,,,
21,230,witness,,,,,,,,,,,,,,,,,,,
21,240,swear,,,,,,,,,,,,,,,,,,,
21,250,oath,,,,,,,,,,,,,,,,,,,
21,310,accuse,,,,,,,,,,,,,,,,,,,
21,320,condemn,,,,,,,,,,,,,,,,,,,
21,330,convict (vb),,,,,,,,,,,,,,,,,,,
21,340,acquit,,,,,,,,,,,,,,,,,,,
21,350,guilty,,,,,,,,,,,,,,,,,,,
21,360,innocent,,,,,,,,,,,,,,,,,,,
21,370,"penalty, punishment",,,,,,,,,,,,,,,,,,,
21,380,fine,,,,,,,,,,,,,,,,,,,
21,390,"prison, jail",lembaga,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
21,390,"prison, jail",pinjara,,,,,,,,,,,,,,,,,,
21,420,murder,,,,,,,,,,,,,,,,,,,
21,430,adultery,,,,,,,,,,,,,,,,,,,
21,440,rape,,,,,,,,,,,,,,,,,,,
21,460,arson,,,,,,,,,,,,,,,,,,,
21,470,perjury,,,,,,,,,,,,,,,,,,,
21,510,steal,kuek,,,,,,,,,,,,,,,,,,
21,510,steal,eksuet,,,,,,,,,,,,,,,,,,
21,520,thief,eksuet,,,,,,,,,,,,,,,,,,
22,110,religion,,,,,,,,,,,,,,,,,,,
22,120,God,,,,,,,,,,,,,,,,,,,
22,130,"temple, church",,,,,,,,,,,,,,,,,,,
22,140,altar,,,,,,,,,,,,,,,,,,,
22,150,"sacrifice, offering",sinara,,,,,,,,,,,,,,,,,,
22,150,"sacrifice, offering",saier,,,,,,,,,,,,,,,,,,
22,150,"sacrifice, offering",buoksarun,,,,,,,,,,,,,,,,,,
22,160,worship,nasambian,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
22,170,pray,natawar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
22,180,priest,leba,,,,,,imam,,,,,,,,,,,,
22,190,"holy, sacred",,,,,,,,,,,,,,,,,,,
22,220,preach,,,,,,,,,,,,,,,,,,,
22,230,bless,,,,,,,,,,,,,,,,,,,
22,240,curse,kout,,,,,,,,,,,,,,,,,,
22,260,fast (vb),,,,,,,,,,,,,,,,,,,
22,310,heaven,,,,,,,,,,,,,,,,,,,
22,320,hell,,,,,,,,,,,,,,,,,,,
22,350,demon (evil spirit),sietan,,,,,,,,,,,,,,,,,,
22,370,idol,,,,,,,,,,,,,,,,,,,
22,420,"magic, witchcraft, sorcery",war,,,,,,,,,,,,,,,,,,
22,430,"sorcerer, witch",sontum warten,,,,,,,,,,,,,,,,,,
22,440,"fairy, elf",,,,,,,,,,,,,,,,,,,
22,450,"ghost, phantom",,,,,,,,,,,,,,,,,,,
22,470,"omen, portent",,,,,,,,,,,,,,,,,,,
